betageneId,fatherID,motherID,sex,familyNum
B6614,,,1,549
B6619,,,1,550
B6623,,,1,551
B6628,,,1,552
B6632,,,1,553
B6632,,,1,553
B6639,,,1,554
B6643,,,1,555
B6643,,,1,555
B6648,,,1,556
B6652,,,1,557
B6658,,,1,558
B6661,,,1,559
B6665,,,1,560
B6685,,,1,564
B6693,,,1,565
B6705,,,1,567
B6711,,,1,568
B6716,,,1,569
B6723,,,1,571
B6730,,,1,572
B6735,,,1,573
B6741,,,1,574
B6741,,,1,574
B6750,,,1,575
B6756,,,1,576
B6763,,,1,577
B6773,,,1,579
B6778,,,1,580
B6783,,,1,581
B6787,,,1,582
B6792,,,1,583
B6797,,,1,584
B6803,,,1,585
B6807,,,1,586
B6810,,,1,587
B6815,,,1,588
B6818,,,1,589
B6823,,,1,590
B6829,,,1,591
B6832,,,1,592
B6836,,,1,593
B6847,,,1,595
B6852,,,1,596
B6859,,,1,597
B6863,,,1,599
B6869,,,1,600
B6872,,,1,601
B6878,,,1,602
B6878,,,1,602
B6883,,,1,603
B6891,,,1,604
B6897,,,1,605
B6905,,,1,606
B6911,,,1,607
B6921,,,1,609
B6929,,,1,610
B6933,,,1,611
B6939,,,1,612
B6944,,,1,613
B6948,,,1,614
B6957,,,1,615
B6968,,,1,617
B6973,,,1,618
B6989,,,1,621
B6995,,,1,622
B7003,,,1,624
B7008,,,1,625
B7012,,,1,275
B7017,,,1,627
B7022,,,1,628
B7027,,,1,629
B7030,,,1,630
B7034,,,1,631
B7040,,,1,632
B7046,,,1,633
B7051,,,1,634
B7061,,,1,636
B7067,,,1,637
B7073,,,1,638
B7078,,,1,639
B7083,,,1,640
B7087,,,1,641
B7092,,,1,642
B7097,,,1,643
B7102,,,1,644
B7112,,,1,646
B7119,,,1,648
B7126,,,1,649
B7132,,,1,650
B7136,,,1,651
B7144,,,1,652
B7149,,,1,653
B7155,,,1,654
B7158,,,1,655
B7164,,,1,656
B7176,,,1,658
B7180,,,1,659
B7186,,,1,660
B7193,,,1,661
B7205,,,1,663
B7222,,,1,666
B7225,,,1,667
B7228,,,1,668
B7233,,,1,669
B7238,,,1,670
B7243,,,1,671
B7249,,,1,672
B7255,,,1,673
B7258,,,1,674
B7262,,,1,675
B7266,,,1,676
B7272,,,1,677
B7295,,,1,681
B7300,,,1,682
B7306,,,1,683
B7311,,,1,684
B7316,,,1,685
B7316,,,1,685
B7329,,,1,687
B7332,,,1,688
B7343,,,1,690
B7349,,,1,691
B7354,,,1,692
B7357,,,1,693
B7369,,,1,695
B7373,,,1,696
B7380,,,1,698
B7386,,,1,699
B7393,,,1,700
B7403,,,1,702
B7408,,,1,703
B7414,,,1,704
B7425,,,1,706
B7429,,,1,707
B7444,,,1,709
B7448,,,1,710
B7461,,,1,713
B7471,,,1,715
B7474,,,1,716
B7485,,,1,719
B7489,,,1,720
B7493,,,1,721
B7519,,,1,726
B7527,,,1,727
B7542,,,1,731
